# Source: ORACC epsd2/admin/ur3 JSON export (CC0), seal surfaces only; tokens are citation form|POS.
text	provenience	seal	line	tokens
P112414	Umma	1	3	dumu|N Azida|PN
P118019	Umma	1	1	Ludiŋirak|PN
P118019	Umma	1	2	dubsar|N
P118019	Umma	1	3	dumu|N Lugalemahe|PN
P275985	Nippur	1	1	ur-{d}EN-x-x|u
P275985	Nippur	1	2	dumu|N x|u
P518227	Umma	1	1	Kugani|PN
P518227	Umma	1	2	dubsar|N
P518227	Umma	1	3	dumu|N Ursaga|PN
P101668	Umma	1	1	Lu₂.ha.ia₃|PN
P101668	Umma	1	2	dubsar|N
P101668	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P331413	Ur	1	1	Bazi|PN
P331413	Ur	1	2	dumu|N Ur.X|PN
P141426	Umma	1	1	Ureʾe|PN
P141426	Umma	1	2	dubsar|N
P141426	Umma	1	3	dumu|N Urniŋarak|PN
P144624	Umma	1	1	Uršulpaeak|PN
P144624	Umma	1	2	dubsar|N
P144624	Umma	1	3	dumu|N Lugalkugani|PN
P125337	Umma	1	1	Ur.geštin.an|PN
P125337	Umma	1	2	guzala|N
P125337	Umma	1	3	dumu|N Urnin-X|PN
P517582	Umma	1	1	Šarakam|PN
P517582	Umma	1	2	dubsar|N
P517582	Umma	1	3	dumu|N Lugal.kiri₆|PN
P340803	Umma	1	1	Šešani|PN
P340803	Umma	1	2	dumu|N Urgigirak|PN
P340803	Umma	1	3	kinda{da}|X Šara₂.ka|PN
P376462	Umma	1	1	Lugalituda|PN
P376462	Umma	1	2	dumu|N Ušŋu|PN
P376462	Umma	1	3	Eanak|TN
P130836	Umma	1	1	Uršulpaeak|PN
P130836	Umma	1	2	dubsar|N
P130836	Umma	1	3	dumu|N Lugalkugani|PN
P480073	Umma	1	1	Šusuen|RN Ayakala|PN
P480073	Umma	1	2	lugal|N kalag|V/i ensik|N
P480073	Umma	1	3	lugal|N Urim|SN Umma|SN
P480073	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P519965	Umma	1	1	Urnungal|PN
P519965	Umma	1	2	dubsar|N
P519965	Umma	1	3	dumu|N Uršara|PN
P519965	Umma	1	4	bisaŋdubak|N
P312689	Umma	1	1	Ursuen|PN
P312689	Umma	1	2	dubsar|N
P312689	Umma	1	3	dumu|N Urgigirak|PN
P312689	Umma	1	4	šatam|N
P212011	Puzriš-Dagan	1	1	Šulgir|RN PuzurEštar|PN
P212011	Puzriš-Dagan	1	2	nita|N kalag|V/i dumu|N lugal|N
P212011	Puzriš-Dagan	1	3	lugal|N Urim|SN šagia|N
P212011	Puzriš-Dagan	1	4	arad|N
P100429	Umma	1	1	Lugalezem|PN dubsar|N
P100429	Umma	1	2	dumu|N Lugalemahe|PN
P100429	Umma	1	3	šabra|N
P324241	Garšana	1	1	Šukabta|PN
P324241	Garšana	1	2	azu|N
P324241	Garšana	1	3	dumu|N Naramili|PN
P324241	Garšana	1	4	Puzur₄.a.ku.um|PN
P324241	Garšana	1	5	azlag|N arad|N
P211797	Umma	1	1	Šusuen|RN Ayakala|PN
P211797	Umma	1	2	lugal|N kalag|V/i ensik|N
P211797	Umma	1	3	lugal|N Urim|SN Umma|SN
P211797	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P140667	Umma	1	1	Amarsuenak|RN Urlisin|PN
P140667	Umma	1	2	nita|N kalag|V/i ensik|N
P140667	Umma	1	3	lugal|N Urim|SN Umma|SN
P140667	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P143948	Umma	1	1	Lugalazida|PN
P143948	Umma	1	2	dubsar|N
P143948	Umma	1	3	dumu|N Dada|PN
P141975	Umma	1	1	Lukala|PN
P141975	Umma	1	2	dubsar|N
P141975	Umma	1	3	dumu|N Lugal.en.nun|PN
P332395	Puzriš-Dagan	1	1	Šusuen|RN
P332395	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P332395	Puzriš-Dagan	1	3	lugal|N Urim|SN
P332395	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU
P332395	Puzriš-Dagan	1	5	Nursuen|PN
P332395	Puzriš-Dagan	1	6	dubsar|N
P332395	Puzriš-Dagan	1	7	dumu|N IddinErra|PN
P332395	Puzriš-Dagan	1	8	arad|N
P119608	Umma	1	1	Luninšubur|PN
P119608	Umma	1	2	dubsar|N
P119608	Umma	1	3	dumu|N Duga|PN
P119608	Umma	1	4	šabra|N Šara₂.ka|PN
P340550	Girsu	1	1	Luigalim|PN
P340550	Girsu	1	2	dubsar|N
P340550	Girsu	1	3	dumu|N Gudea|PN
P376931	Umma	1	1	Lugalšaglal|PN
P376931	Umma	1	2	dubsar|N
P376931	Umma	1	3	dumu|N adda|N
P130565	Umma	1	1	Ayakala|PN
P130565	Umma	1	2	dubsar|N
P130565	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P324611	Umma	1	1	Lugal.si.NE.e|PN
P324611	Umma	1	2	dubsar|N
P324611	Umma	1	3	dumu|N Lugalsaga|PN
P105781	Girsu	1	1	Kaŋu|PN
P105781	Girsu	1	2	dubsar|N
P105781	Girsu	1	3	dumu|N Hetil|PN
P290480	Umma	1	1	En.DU@s|PN
P290480	Umma	1	2	dubsar|N
P290480	Umma	1	3	dumu|N Urištaran|PN
P339920	Umma	1	1	Ayakala|PN
P339920	Umma	1	2	dubsar|N
P339920	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P102044	Girsu	1	1	nammah|N
P102044	Girsu	1	2	dubsar|N
P102044	Girsu	1	3	dumu|N Bazi|PN x|u
P140237	Umma	1	1	Nabasa|PN
P140237	Umma	1	2	dubsar|N
P140237	Umma	1	3	dumu|N AN-X|PN
P235362	Umma	1	1	Ur.e₂.mah|PN
P235362	Umma	1	2	dubsar|N
P235362	Umma	1	3	dumu|N Lugalkugani|PN
P113655	Umma	1	1	Ursuen|PN
P113655	Umma	1	2	dumu|N Ur.x.x|PN
P378186	Girsu	1	1	Ur.eš₃.lil₂|PN
P378186	Girsu	1	2	dubsar|N
P378186	Girsu	1	3	dumu|N Uršugalamak|PN
P378186	Girsu	1	4	šabra|N
P292147	Umma	1	1	Šara₂.za.me|PN
P292147	Umma	1	2	arad|N Šara|DN
P100583	Umma	1	1	Ayakala|PN
P100583	Umma	1	2	dubsar|N
P100583	Umma	1	3	dumu|N Urniŋarak|PN
P107246	Umma	1	1	Amarsuenak|RN Urlisin|PN
P107246	Umma	1	2	nita|N kalag|V/i ensik|N
P107246	Umma	1	3	lugal|N Urim|SN Umma|SN
P107246	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P119258	Umma	1	1	Urlugal|PN
P119258	Umma	1	2	dubsar|N
P119258	Umma	1	3	dumu|N Dagi|PN
P517994	Girsu	1	1	Manšum|PN dubsar|N
P517994	Girsu	1	2	dumu|N EREN-da|X
P517994	Girsu	1	3	guzala|N
P211328	Umma	1	1	Nig₂.lagar|PN
P211328	Umma	1	2	dubsar|N
P211328	Umma	1	3	dumu|N Lugalgaba|PN
P211328	Umma	1	4	šabra|N
P292452	Umma	1	1	Lugina|PN
P292452	Umma	1	2	dubsar|N
P292452	Umma	1	3	dumu|N Šagkuge|PN
P129601	Umma	1	1	Ayakala|PN
P129601	Umma	1	2	dumu|N Ur.X|PN
P129601	Umma	1	3	lungak|N
P105294	Umma	1	1	Lugalkugzu|PN
P105294	Umma	1	2	dubsar|N
P105294	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P140722	Umma	1	1	Lukala|PN
P140722	Umma	1	2	dubsar|N
P140722	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P141830	Umma	1	1	Ur.ma.mi|PN
P141830	Umma	1	2	dumu|N Inimšara|PN
P141830	Umma	1	3	kurušda|N Šara₂.ka|PN
P121231	Nippur	1	1	Urninurta|PN dumu|N Munimah|PN
P121231	Nippur	1	2	dubsar|N nubanda|N erin|N
P140688	Umma	1	1	Luninšubur|PN
P140688	Umma	1	2	dubsar|N
P140688	Umma	1	3	dumu|N Šeškala|PN šabra|N
P112802	Umma	1	1	Ureʾe|PN
P112802	Umma	1	2	dubsar|N
P112802	Umma	1	3	dumu|N Urniŋarak|PN
P292002	Umma	1	1	Inimšara|PN
P292002	Umma	1	2	dubsar|N
P292002	Umma	1	3	dumu|N Urniŋarak|PN
P342078	Umma	1	1	Šulgir|RN Urlisin|PN
P342078	Umma	1	2	nita|N kalag|V/i ensik|N
P342078	Umma	1	3	lugal|N Urim|SN Umma|SN
P342078	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P211778	Umma	1	1	Šusuen|RN Ayakala|PN
P211778	Umma	1	2	lugal|N kalag|V/i ensik|N
P211778	Umma	1	3	lugal|N Urim|SN Umma|SN
P211778	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P130070	Umma	1	1	Lugal.si.NE.e|PN
P130070	Umma	1	2	dubsar|N
P130070	Umma	1	3	dumu|N Lugalsaga|PN
P340045	Umma	1	1	Lugalkugzu|PN
P340045	Umma	1	2	dubsar|N
P340045	Umma	1	3	dumu|N Lugalemahe|PN
P102101	Girsu	1	1	Gudea|PN
P102101	Girsu	1	2	dubsar|N
P102101	Girsu	1	3	dumu|N UN.IL₂|N
P205691	Girsu	1	1	Lunarua|PN
P205691	Girsu	1	2	dubsar|N
P205691	Girsu	1	3	dumu|N UrEškugak|PN
P140372	Umma	1	1	Lukala|PN
P140372	Umma	1	2	dubsar|N
P140372	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P210539	Umma	1	1	Nabasag|PN
P210539	Umma	1	2	dumu|N He₂.sa₆|PN
P210539	Umma	1	3	išib|N Šara|DN
P106142	Puzriš-Dagan	1	1	Uršara|PN
P106142	Puzriš-Dagan	1	2	dubsar|N
P106142	Puzriš-Dagan	1	3	dumu|N Lugalušur|PN
P104485	unknown	1	1	UrBaba|PN
P104485	unknown	1	2	dubsar|N
P104485	unknown	1	3	dumu|N Ursaga|PN
P339536	Umma	1	1	Lukala|PN
P339536	Umma	1	2	dubsar|N
P339536	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P312666	Umma	1	1	Ayakala|PN
P312666	Umma	1	2	dumu|N Lu₂.bulug₃.ga₂|PN
P312666	Umma	1	3	ašgabgal|N
P117753	Umma	1	1	Lugalezem|PN
P117753	Umma	1	2	dubsar|N
P117753	Umma	1	3	dumu|N Lugalemahe|PN
P117753	Umma	1	4	šabra|N
P141133	Umma	1	1	Urlisin|PN
P141133	Umma	1	2	ensik|N Umma|SN
P141133	Umma	1	3	Ludiŋirak|PN
P141133	Umma	1	4	dubsar|N arad|N
P141099	Umma	1	1	Urhayak|PN
P141099	Umma	1	2	dubsar|N
P141099	Umma	1	3	dumu|N Inim.x|PN
P144761	Umma	1	1	Šusuen|RN Ayakala|PN
P144761	Umma	1	2	lugal|N kalag|V/i ensik|N
P144761	Umma	1	3	lugal|N Urim|SN Umma|SN
P144761	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P480136	uncertain	1	1	Šeškala|PN
P480136	uncertain	1	2	dubsar|N
P480136	uncertain	1	3	x|u
P340946	Umma	1	1	Aradŋu|PN
P340946	Umma	1	2	dubsar|N
P340946	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P274382	Girsu	1	1	UrNinmar|PN
P274382	Girsu	1	2	dubsar|N
P274382	Girsu	1	3	dumu|N Lugalušumgal|PN
P106512	Umma	1	1	Šaramutum|PN
P106512	Umma	1	2	dubsar|N
P106512	Umma	1	3	dumu|N E₂.gal.e.si|PN
P210169	Puzriš-Dagan	1	1	Urmes|PN
P210169	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P134199	Puzriš-Dagan	1	1	Erreb|PN
P134199	Puzriš-Dagan	1	2	dubsar|N
P134199	Puzriš-Dagan	1	3	dumu|N I₃.li₂.x|PN
P102802	Umma	1	1	Šusuen|RN Ayakala|PN
P102802	Umma	1	2	lugal|N kalag|V/i ensik|N
P102802	Umma	1	3	lugal|N Urim|SN Umma|SN
P102802	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P134463	Nippur	1	1	En.engar|PN
P134463	Nippur	1	2	dubsar|N
P134463	Nippur	1	3	dumu|N ŠuMama|PN
P134463	Nippur	1	4	arad|N Enlil|DN
P120070	unknown	1	1	x-du-x|u
P120070	unknown	1	2	arad|N x|u
P471573	Irisagrig	1	1	Ur.X|PN
P471573	Irisagrig	1	2	dubsar|N
P471573	Irisagrig	1	3	dumu|N lu₂-{d}EN-x|u
P324187	Garšana	1	1	I.di₃.a.bu.um|PN
P324187	Garšana	1	2	azu|N
P324187	Garšana	1	3	dumu|N Šuili|PN
P119034	Umma	1	1	Lukala|PN
P119034	Umma	1	2	dubsar|N
P119034	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P113439	Girsu	1	1	Utubara|PN
P113439	Girsu	1	2	dumu|N LuBaba|PN
P113439	Girsu	1	3	ragaba|N
P207585	Girsu	1	1	Uransiʾanak|PN
P207585	Girsu	1	2	dumu|N x|u
P114606	Girsu	1	1	Ur.bad₃.tibirₓ|PN
P114606	Girsu	1	2	dubsar|N
P114606	Girsu	1	3	dumu|N Urtur|PN
P521776	Adab Region	1	1	Lugalheŋal|PN
P521776	Adab Region	1	2	dubsar|N
P521776	Adab Region	1	3	dumu|N x|u x|u x|u
P407176	Puzriš-Dagan	1	1	Lusaga|PN
P407176	Puzriš-Dagan	1	2	dubsar|N
P407176	Puzriš-Dagan	1	3	dumu|N Guzani|PN kurušda|N
P137166	Ur	1	1	Lusukkal|PN
P137166	Ur	1	2	dubsar|N
P137166	Ur	1	3	dumu|N Lugal.a.ni.sa₆|PN
P340696	Umma	1	1	Ayakala|PN
P340696	Umma	1	2	dubsar|N
P340696	Umma	1	3	dumu|N Urniŋarak|PN
P129178	Umma	1	1	Amarsuenak|RN Urlisin|PN
P129178	Umma	1	2	lugal|N kalag|V/i ensik|N
P129178	Umma	1	3	lugal|N Urim|SN Umma|SN
P129178	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P429474	Garšana	1	1	Nurili|PN
P429474	Garšana	1	2	dumu|N Pa₂.pa₂.ša|PN
P130709	Umma	1	1	Lugal.si.NE.e|PN
P130709	Umma	1	2	dubsar|N
P130709	Umma	1	3	dumu|N UrEnunak|PN
P119464	Umma	1	1	Lusaga|PN
P119464	Umma	1	2	dubsar|N
P119464	Umma	1	3	dumu|N Ur.ki.ag₂.mu|PN
P290746	Umma	1	1	Ureʾe|PN
P290746	Umma	1	2	dubsar|N
P290746	Umma	1	3	dumu|N Urniŋarak|PN
P452993	Girsu	1	1	Šusuen|RN Ur.X|PN
P452993	Girsu	1	2	lugal|N kalag|V/i dumu|N LU₂.X|PN
P452993	Girsu	1	3	lugal|N Urim|SN x|u GAN|PN x|u
P452993	Girsu	1	4	lugal|N an|N limmu|NU arad|N
P452993	Girsu	2	1	Šusuen|RN lugal|N an|N limmu|NU
P452993	Girsu	2	2	nita|N kalag|V/i Šu-X|PN
P452993	Girsu	2	3	lugal|N Urim|SN lu|N x|u x|u
P452993	Girsu	2	4	arad|N
P452993	Girsu	3	1	Šusuen|RN lugal|N an|N limmu|NU
P452993	Girsu	3	2	x|u kalag|V/i KA|N x|u x|u x|u x|u
P452993	Girsu	3	3	lugal|N Urim|SN x|u x|u x|u arad|N
P499897	Umma	1	1	Šusuen|RN Ayakala|PN
P499897	Umma	1	2	lugal|N kalag|V/i ensik|N
P499897	Umma	1	3	lugal|N Urim|SN Umma|SN
P499897	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P117883	Umma	1	1	diŋir|N
P117883	Umma	1	2	dubsar|N
P117883	Umma	1	3	dumu|N Luga|PN
P113069	Umma	1	1	Šusuen|RN Ayakala|PN
P113069	Umma	1	2	lugal|N kalag|V/i ensik|N
P113069	Umma	1	3	lugal|N Urim|SN Umma|SN
P113069	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P114256	Umma	1	1	Aradŋu|PN
P114256	Umma	1	2	dubsar|N
P114256	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P113593	Umma	1	1	Lugalemahe|PN
P113593	Umma	1	2	dubsar|N
P113593	Umma	1	3	dumu|N Lugalkugani|PN
P432668	Umma	1	1	Urzu|PN
P432668	Umma	1	2	dubsar|N zid|N
P432668	Umma	1	3	dumu|N Azida|PN
P407526	Puzriš-Dagan	1	1	Urmes|PN
P407526	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P104606	Puzriš-Dagan	1	1	Luninšubur|PN
P104606	Puzriš-Dagan	1	2	dumu|N Ursaga|PN
P104606	Puzriš-Dagan	1	3	lungak|N
P325796	unknown	1	1	Ba.a|PN
P325796	unknown	1	2	agaʾus|N gal|V/i
P325796	unknown	1	3	dumu|N la-bi-x|u
P128293	Umma	1	1	magur|N
P128293	Umma	1	2	dumu|N E₂.gu₄|PN
P128293	Umma	1	3	lungak|N
P119937	Umma	1	1	Ludiŋirak|PN
P119937	Umma	1	2	dubsar|N
P119937	Umma	1	3	dumu|N A₂.an.du.ru|PN
P210240	Umma	1	1	Lukala|PN
P210240	Umma	1	2	dubsar|N
P210240	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P324884	Garšana	1	1	Šusuen|RN Simatištaran|PN
P324884	Garšana	1	2	lugal|N kalag|V/i nin|N kiʾaŋa|AJ
P324884	Garšana	1	3	lugal|N Urim|SN Adadillat|PN
P324884	Garšana	1	4	lugal|N an|N anubda|N limmu|NU dumu|N Abiya|PN
P324884	Garšana	1	5	arad|N
P324884	Garšana	1	6	dubsar|N
P144448	Umma	1	1	Šusuen|RN Ayakala|PN
P144448	Umma	1	2	lugal|N kalag|V/i ensik|N
P144448	Umma	1	3	lugal|N Urim|SN Umma|SN
P144448	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P201451	Umma	1	1	Lugalkugzu|PN
P201451	Umma	1	2	dubsar|N
P201451	Umma	1	3	dumu|N Urniŋarak|PN
P120359	Umma	1	1	Lu₂.ha.ia₃|PN
P120359	Umma	1	2	dubsar|N
P120359	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P140958	Umma	1	1	Urnungal|PN
P140958	Umma	1	2	dubsar|N
P140958	Umma	1	3	dumu|N Lugalemahe|PN
P139482	Ur	1	1	AradNannak|PN
P143677	Umma	1	1	Lugalkugzu|PN
P143677	Umma	1	2	dubsar|N
P143677	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P341087	Umma	1	1	An.gu.gu|PN
P341087	Umma	1	2	dubsar|N
P341087	Umma	1	3	dumu|N Eki|PN
P406767	Puzriš-Dagan	1	1	Amarsuenak|RN
P406767	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P406767	Puzriš-Dagan	1	3	lugal|N Urim|SN
P406767	Puzriš-Dagan	1	4	lugal|N anubda|N limmu|NU
P406767	Puzriš-Dagan	1	5	UrBaba|PN
P406767	Puzriš-Dagan	1	6	dubsar|N arad|N
P101404	Puzriš-Dagan	1	1	Šusuen|RN Uršulpaeak|PN
P101404	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P101404	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N Urhayak|PN
P101404	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P210610	Umma	1	1	Šusuen|RN Ayakala|PN
P210610	Umma	1	2	lugal|N kalag|V/i ensik|N
P210610	Umma	1	3	lugal|N Urim|SN Umma|SN
P210610	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P104256	Puzriš-Dagan	1	1	Šusuen|RN UrKugnunak|PN
P104256	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P104256	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N LuNinŋirsukak|PN kurušda|N
P104256	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P322403	Garšana	1	1	Šukabta|PN azu|N
P322403	Garšana	1	2	arad|N Naramili|PN
P322403	Garšana	1	3	Adadillat|PN
P322403	Garšana	1	4	dubsar|N
P322403	Garšana	1	5	dumu|N Abiya|PN arad|N
P374263	Girsu	1	1	NammahBaʾu|PN
P374263	Girsu	1	2	dumu|N Urku|PN
P374263	Girsu	1	3	gudug|N Šulgir|RN
P291157	Umma	1	1	A.a.gi.na|PN
P291157	Umma	1	2	dumu|N Urištaran|PN
P299567	unknown	1	1	Suenbani|PN
P299567	unknown	1	2	damgar|N
P299567	unknown	1	3	dumu|N Alili|PN
P204203	Girsu	1	1	Urnanše|PN
P204203	Girsu	1	2	dubsar|N
P204203	Girsu	1	3	dumu|N Luduga|PN
P144018	Umma	1	1	Ludiŋirak|PN
P144018	Umma	1	2	dubsar|N
P144018	Umma	1	3	dumu|N A₂.an.du.ru|PN
P112678	Umma	1	1	Daga|PN
P112678	Umma	1	2	dumu|N Umani|PN
P201001	Puzriš-Dagan	1	1	Šusuen|RN UrKugnunak|PN
P201001	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P201001	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N LuNinŋirsukak|PN kurušda|N
P201001	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P120709	Nippur	1	1	Lugal.dumu.ze₂|PN
P120709	Nippur	1	2	dubsar|N
P120709	Nippur	1	3	dumu|N Ur.DUN|PN
P209431	Umma	1	1	Gu.u₂.gu|PN
P209431	Umma	1	2	dubsar|N
P209431	Umma	1	3	dumu|N Manšum|PN
P112697	Umma	1	1	Ur.e₂.mah|PN
P112697	Umma	1	2	dubsar|N
P112697	Umma	1	3	dumu|N Dada|PN
P390832	Umma	1	1	Šusuen|RN Ayakala|PN
P390832	Umma	1	2	lugal|N kalag|V/i ensik|N
P390832	Umma	1	3	lugal|N Urim|SN Umma|SN
P390832	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P209124	Umma	1	1	E₂.gal.e.si|PN
P209124	Umma	1	2	dubsar|N
P209124	Umma	1	3	dumu|N Lušara|PN
P209124	Umma	1	4	saŋ.DUN₃|N
P137920	Ur	1	1	Lu₂.sukkal|PN
P137920	Ur	1	2	dubsar|N
P137920	Ur	1	3	dumu|N x|u
P106284	Puzriš-Dagan	1	1	Buqušum|PN
P106284	Puzriš-Dagan	1	2	dubsar|N
P106284	Puzriš-Dagan	1	3	arad|N Nin.X|DN
P101541	Umma	1	1	Lukala|PN
P101541	Umma	1	2	dubsar|N
P101541	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P101541	Umma	2	1	Urnungal|PN
P101541	Umma	2	2	dubsar|N
P101541	Umma	2	3	dumu|N Uršara|PN
P101541	Umma	2	4	bisaŋdubak|N
P104743	Puzriš-Dagan	1	1	Urmes|PN
P104743	Puzriš-Dagan	1	2	dubsar|N
P104743	Puzriš-Dagan	1	3	dumu|N Lana|PN kurušda|N
P133430	Girsu	1	1	Urguʾenak|PN
P133430	Girsu	1	2	dubsar|N
P133430	Girsu	1	3	dumu|N Ludiŋirak|PN
P127023	Umma	1	1	Lu₂.ha.ia₃|PN
P127023	Umma	1	2	dubsar|N
P127023	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P143362	Umma	1	1	Lugalsaga|PN
P143362	Umma	1	2	dumu|N Umma.ki.du₁₀.ga|PN
P516813	Irisagrig	1	1	Matili|PN
P516813	Irisagrig	1	2	dumu|N Baba|PN
P318007	Girsu	1	1	Lu₂.ma₂.gu.la|PN
P318007	Girsu	1	2	dubsar|N
P318007	Girsu	1	3	dumu|N Dudu|PN
P127189	Umma	1	1	Lušara|PN
P127189	Umma	1	2	dubsar|N
P127189	Umma	1	3	dumu|N Ursaga|PN
P209574	Umma	1	1	Uršulpaeak|PN
P209574	Umma	1	2	dubsar|N
P209574	Umma	1	3	dumu|N Lugalkugani|PN
P101111	Umma	1	1	Urnungal|PN
P101111	Umma	1	2	dubsar|N
P101111	Umma	1	3	dumu|N Uršara|PN
P101111	Umma	1	4	bisaŋdubak|N
P133060	Girsu	1	1	Ur.ga₂.tum₃.du₁₀|PN
P133060	Girsu	1	2	dubsar|N
P133060	Girsu	1	3	dumu|N LU₂.X|PN
P390998	Umma	1	1	Inimšara|PN
P390998	Umma	1	2	dubsar|N
P390998	Umma	1	3	dumu|N Lugalituda|PN
P341068	Umma	1	1	Lukala|PN
P341068	Umma	1	2	dubsar|N
P341068	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P291012	Umma	1	1	Abbani|PN Ninura|DN
P291012	Umma	1	2	dubsar|N dumu|N Urgigirak|PN
P291012	Umma	1	3	šabra|N
P322546	Garšana	1	1	An.na.ah.i₃.li₂|PN ašgab|N
P322546	Garšana	1	2	dumu|N Sa₂.ba|PN
P104313	Puzriš-Dagan	1	1	Amarsuenak|RN
P104313	Puzriš-Dagan	1	2	lugal|N kalag|V/i
P104313	Puzriš-Dagan	1	3	lugal|N Urim|SN
P104313	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU
P104313	Puzriš-Dagan	1	5	Uršulpaeak|PN
P104313	Puzriš-Dagan	1	6	dubsar|N
P104313	Puzriš-Dagan	1	7	dumu|N Urhayak|PN
P104313	Puzriš-Dagan	1	8	arad|N
P143698	Umma	1	1	Lugalemahe|PN
P143698	Umma	1	2	dumu|N Luninšubur|PN kuš|N
P108760	Umma	1	1	LuʾIbgalak|PN
P108760	Umma	1	2	dubsar|N
P108760	Umma	1	3	dumu|N Urŋiparak|PN
P113086	Umma	1	1	Šusuen|RN Ayakala|PN
P113086	Umma	1	2	lugal|N kalag|V/i ensik|N
P113086	Umma	1	3	lugal|N Urim|SN Umma|SN
P113086	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P142123	Nippur	1	1	UrŠumahak|PN
P142123	Nippur	1	2	dumu|N Ba.ga.ga|PN
P100350	Umma	1	1	UrSaman|PN
P100350	Umma	1	2	dubsar|N
P100350	Umma	1	3	dumu|N Lugina|PN
P290253	Umma	1	1	Lugalezem|PN
P290253	Umma	1	2	dubsar|N
P290253	Umma	1	3	dumu|N Lugalemahe|PN
P119171	Umma	1	1	Urlugal|PN
P119171	Umma	1	2	dumu|N Šeškala|PN
P119171	Umma	1	3	šabra|N
P340229	Umma	1	1	Lugal.si.NE.e|PN
P340229	Umma	1	2	dubsar|N
P340229	Umma	1	3	dumu|N Lugalsaga|PN
P381720	unknown	1	1	Ad.mu|PN
P381720	unknown	1	2	dumu|N Urmes|PN
P200755	Umma	1	1	X.suen|RN Ayakala|PN
P200755	Umma	1	2	lugal|N kalag|V/i ensik|N
P200755	Umma	1	3	lugal|N Urim|SN Umma|SN
P200755	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P100700	Umma	1	1	Ayakala|PN
P100700	Umma	1	2	dubsar|N
P100700	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P324168	Garšana	1	1	Dan.hi.li|PN
P324168	Garšana	1	2	arad|N Simatištaran|PN
P119521	Umma	1	1	Lukala|PN
P119521	Umma	1	2	dubsar|N
P119521	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P291911	Umma	1	1	Dadaga|PN
P291911	Umma	1	2	dubsar|N
P291911	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P340679	Umma	1	1	Uraba|PN
P340679	Umma	1	2	dumu|N Lugalušur|PN
P340679	Umma	1	3	nubanda|N gud|N Šara|DN
P290603	Umma	1	1	Ursuen|PN
P290603	Umma	1	2	dubsar|N
P290603	Umma	1	3	dumu|N Urgigirak|PN
P290603	Umma	1	4	šatam|N
P129197	Umma	1	1	Šusuen|RN Gududu|PN
P129197	Umma	1	2	lugal|N kalag|V/i dubsar|N
